NPs,Toxicity,coresize,hydrosize,surfcharge,surfarea,Hsf,Ec,Ev,MeO,Expotime,dosage,enthalpy,ratio,e,esum,esumbyo,MW,NMetal,NOxygen,ox,viability,class,Cellline,Celltype
Al2O3,0,39.7,267,36.3,64.7,-17.345,-1.51,-9.81,5.67,24,0.001,1187.83,5.556,1.61,3.22,1.073,101.96,2,3,3,92.5258,nonToxic,HCMEC,Normal
Al2O3,0,39.7,267,36.3,64.7,-17.345,-1.51,-9.81,5.67,24,0.01,1187.83,5.556,1.61,3.22,1.073,101.96,2,3,3,96.134,nonToxic,HCMEC,Normal
Al2O3,0,39.7,267,36.3,64.7,-17.345,-1.51,-9.81,5.67,24,0.1,1187.83,5.556,1.61,3.22,1.073,101.96,2,3,3,93.5567,nonToxic,HCMEC,Normal
Al2O3,0,39.7,267,36.3,64.7,-17.345,-1.51,-9.81,5.67,24,1,1187.83,5.556,1.61,3.22,1.073,101.96,2,3,3,97.6804,nonToxic,HCMEC,Normal
Al2O3,0,39.7,267,36.3,64.7,-17.345,-1.51,-9.81,5.67,24,5,1187.83,5.556,1.61,3.22,1.073,101.96,2,3,3,94.8454,nonToxic,HCMEC,Normal
Al2O3,0,39.7,267,36.3,64.7,-17.345,-1.51,-9.81,5.67,24,10,1187.83,5.556,1.61,3.22,1.073,101.96,2,3,3,96.3918,nonToxic,HCMEC,Normal
Al2O3,0,39.7,267,36.3,64.7,-17.345,-1.51,-9.81,5.67,24,20,1187.83,5.556,1.61,3.22,1.073,101.96,2,3,3,92.268,nonToxic,HCMEC,Normal
Al2O3,0,39.7,267,36.3,64.7,-17.345,-1.51,-9.81,5.67,24,50,1187.83,5.556,1.61,3.22,1.073,101.96,2,3,3,92.268,nonToxic,HCMEC,Normal
Al2O3,0,39.7,267,36.3,64.7,-17.345,-1.51,-9.81,5.67,24,100,1187.83,5.556,1.61,3.22,1.073,101.96,2,3,3,82.732,nonToxic,HCMEC,Normal
Al2O3,0,39.7,267,36.3,64.7,-17.345,-1.51,-9.81,5.67,12,0.001,1187.83,5.556,1.61,3.22,1.073,101.96,2,3,3,95.6897,nonToxic,HCMEC,Normal
Al2O3,0,39.7,267,36.3,64.7,-17.345,-1.51,-9.81,5.67,12,0.01,1187.83,5.556,1.61,3.22,1.073,101.96,2,3,3,94.4828,nonToxic,HCMEC,Normal
Al2O3,0,39.7,267,36.3,64.7,-17.345,-1.51,-9.81,5.67,12,0.1,1187.83,5.556,1.61,3.22,1.073,101.96,2,3,3,96.8966,nonToxic,HCMEC,Normal
Al2O3,0,39.7,267,36.3,64.7,-17.345,-1.51,-9.81,5.67,12,1,1187.83,5.556,1.61,3.22,1.073,101.96,2,3,3,99.4828,nonToxic,HCMEC,Normal
Al2O3,0,39.7,267,36.3,64.7,-17.345,-1.51,-9.81,5.67,12,5,1187.83,5.556,1.61,3.22,1.073,101.96,2,3,3,94.6552,nonToxic,HCMEC,Normal
Al2O3,0,39.7,267,36.3,64.7,-17.345,-1.51,-9.81,5.67,12,10,1187.83,5.556,1.61,3.22,1.073,101.96,2,3,3,95.431,nonToxic,HCMEC,Normal
Al2O3,0,39.7,267,36.3,64.7,-17.345,-1.51,-9.81,5.67,12,20,1187.83,5.556,1.61,3.22,1.073,101.96,2,3,3,94.3966,nonToxic,HCMEC,Normal
Al2O3,0,39.7,267,36.3,64.7,-17.345,-1.51,-9.81,5.67,12,50,1187.83,5.556,1.61,3.22,1.073,101.96,2,3,3,96.4655,nonToxic,HCMEC,Normal
Al2O3,0,39.7,267,36.3,64.7,-17.345,-1.51,-9.81,5.67,12,100,1187.83,5.556,1.61,3.22,1.073,101.96,2,3,3,91.0345,nonToxic,HCMEC,Normal
CuO,0,46.3,239,42.8,24.1,-1.609,-5.17,-6.51,5.87,24,0.001,713.74,2.74,1.9,1.9,1.9,79.546,1,1,2,96.134,nonToxic,HCMEC,Normal
CuO,0,46.3,239,42.8,24.1,-1.609,-5.17,-6.51,5.87,24,0.01,713.74,2.74,1.9,1.9,1.9,79.546,1,1,2,100,nonToxic,HCMEC,Normal
CuO,0,46.3,239,42.8,24.1,-1.609,-5.17,-6.51,5.87,24,0.1,713.74,2.74,1.9,1.9,1.9,79.546,1,1,2,95.3608,nonToxic,HCMEC,Normal
CuO,0,46.3,239,42.8,24.1,-1.609,-5.17,-6.51,5.87,24,1,713.74,2.74,1.9,1.9,1.9,79.546,1,1,2,96.6495,nonToxic,HCMEC,Normal
CuO,0,46.3,239,42.8,24.1,-1.609,-5.17,-6.51,5.87,24,5,713.74,2.74,1.9,1.9,1.9,79.546,1,1,2,74.7423,nonToxic,HCMEC,Normal
CuO,0,46.3,239,42.8,24.1,-1.609,-5.17,-6.51,5.87,12,0.001,713.74,2.74,1.9,1.9,1.9,79.546,1,1,2,96.9828,nonToxic,HCMEC,Normal
CuO,0,46.3,239,42.8,24.1,-1.609,-5.17,-6.51,5.87,12,0.01,713.74,2.74,1.9,1.9,1.9,79.546,1,1,2,94.6552,nonToxic,HCMEC,Normal
CuO,0,46.3,239,42.8,24.1,-1.609,-5.17,-6.51,5.87,12,0.1,713.74,2.74,1.9,1.9,1.9,79.546,1,1,2,95.431,nonToxic,HCMEC,Normal
CuO,0,46.3,239,42.8,24.1,-1.609,-5.17,-6.51,5.87,12,1,713.74,2.74,1.9,1.9,1.9,79.546,1,1,2,98.2759,nonToxic,HCMEC,Normal
CuO,0,46.3,239,42.8,24.1,-1.609,-5.17,-6.51,5.87,12,5,713.74,2.74,1.9,1.9,1.9,79.546,1,1,2,82.2414,nonToxic,HCMEC,Normal
CuO,0,46.3,239,42.8,24.1,-1.609,-5.17,-6.51,5.87,12,10,713.74,2.74,1.9,1.9,1.9,79.546,1,1,2,62.3276,nonToxic,HCMEC,Normal
Fe2O3,0,42.5,957,-8.2,82.8,-8.512,-4.99,-6.99,5.98,24,0.001,1363.4,5.455,1.83,3.66,1.22,159.6,2,3,3,96.8912,nonToxic,HCMEC,Normal
Fe2O3,0,42.5,957,-8.2,82.8,-8.512,-4.99,-6.99,5.98,24,0.01,1363.4,5.455,1.83,3.66,1.22,159.6,2,3,3,98.1865,nonToxic,HCMEC,Normal
Fe2O3,0,42.5,957,-8.2,82.8,-8.512,-4.99,-6.99,5.98,24,0.1,1363.4,5.455,1.83,3.66,1.22,159.6,2,3,3,100.2591,nonToxic,HCMEC,Normal
Fe2O3,0,42.5,957,-8.2,82.8,-8.512,-4.99,-6.99,5.98,24,1,1363.4,5.455,1.83,3.66,1.22,159.6,2,3,3,95.8549,nonToxic,HCMEC,Normal
Fe2O3,0,42.5,957,-8.2,82.8,-8.512,-4.99,-6.99,5.98,24,5,1363.4,5.455,1.83,3.66,1.22,159.6,2,3,3,90.9326,nonToxic,HCMEC,Normal
Fe2O3,0,42.5,957,-8.2,82.8,-8.512,-4.99,-6.99,5.98,24,10,1363.4,5.455,1.83,3.66,1.22,159.6,2,3,3,90.9326,nonToxic,HCMEC,Normal
Fe2O3,0,42.5,957,-8.2,82.8,-8.512,-4.99,-6.99,5.98,24,20,1363.4,5.455,1.83,3.66,1.22,159.6,2,3,3,94.3005,nonToxic,HCMEC,Normal
Fe2O3,0,42.5,957,-8.2,82.8,-8.512,-4.99,-6.99,5.98,24,50,1363.4,5.455,1.83,3.66,1.22,159.6,2,3,3,94.5596,nonToxic,HCMEC,Normal
Fe2O3,0,42.5,957,-8.2,82.8,-8.512,-4.99,-6.99,5.98,24,100,1363.4,5.455,1.83,3.66,1.22,159.6,2,3,3,91.9689,nonToxic,HCMEC,Normal
Fe2O3,0,42.5,957,-8.2,82.8,-8.512,-4.99,-6.99,5.98,12,0.001,1363.4,5.455,1.83,3.66,1.22,159.6,2,3,3,96.6234,nonToxic,HCMEC,Normal
Fe2O3,0,42.5,957,-8.2,82.8,-8.512,-4.99,-6.99,5.98,12,0.01,1363.4,5.455,1.83,3.66,1.22,159.6,2,3,3,96.3636,nonToxic,HCMEC,Normal
Fe2O3,0,42.5,957,-8.2,82.8,-8.512,-4.99,-6.99,5.98,12,0.1,1363.4,5.455,1.83,3.66,1.22,159.6,2,3,3,98.7013,nonToxic,HCMEC,Normal
Fe2O3,0,42.5,957,-8.2,82.8,-8.512,-4.99,-6.99,5.98,12,1,1363.4,5.455,1.83,3.66,1.22,159.6,2,3,3,98.7013,nonToxic,HCMEC,Normal
Fe2O3,0,42.5,957,-8.2,82.8,-8.512,-4.99,-6.99,5.98,12,5,1363.4,5.455,1.83,3.66,1.22,159.6,2,3,3,100.7792,nonToxic,HCMEC,Normal
Fe2O3,0,42.5,957,-8.2,82.8,-8.512,-4.99,-6.99,5.98,12,10,1363.4,5.455,1.83,3.66,1.22,159.6,2,3,3,100.4329,nonToxic,HCMEC,Normal
Fe2O3,0,42.5,957,-8.2,82.8,-8.512,-4.99,-6.99,5.98,12,20,1363.4,5.455,1.83,3.66,1.22,159.6,2,3,3,98.7013,nonToxic,HCMEC,Normal
Fe2O3,0,42.5,957,-8.2,82.8,-8.512,-4.99,-6.99,5.98,12,50,1363.4,5.455,1.83,3.66,1.22,159.6,2,3,3,99.7403,nonToxic,HCMEC,Normal
Fe2O3,0,42.5,957,-8.2,82.8,-8.512,-4.99,-6.99,5.98,12,100,1363.4,5.455,1.83,3.66,1.22,159.6,2,3,3,98.0087,nonToxic,HCMEC,Normal
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,24,0.00001,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,100,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,24,20,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,90,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,24,40,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,122.2222,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,24,60,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,111.1111,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,24,80,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,127.7778,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,24,100,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,142.2222,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,24,120,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,115.5556,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,24,150,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,151.1111,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,6,0.00001,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,100,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,6,20,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,116.6667,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,6,40,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,110,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,6,60,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,104.4444,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,6,80,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,111.1111,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,6,100,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,122.2222,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,6,120,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,121.1111,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,6,150,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,121.1111,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,3,0.00001,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,100,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,3,20,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,110,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,3,40,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,120,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,3,60,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,115.5556,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,3,80,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,114.4444,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,3,100,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,122.2222,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,3,120,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,121.1111,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,3,150,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,116.6667,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,24,0.00001,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,100,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,24,20,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,82.2599,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,24,40,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,76.7232,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,24,60,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,83.8418,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,24,80,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,85.4237,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,24,100,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,93.3333,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,24,120,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,90.1695,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,24,150,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,98.8701,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,6,0.00001,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,100,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,6,20,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,90.1695,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,6,40,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,103.6158,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,6,60,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,88.5876,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,6,80,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,96.4972,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,6,100,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,115.4802,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,6,120,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,95.7062,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,6,150,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,118.6441,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,3,0.00001,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,100,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,3,20,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,90.9605,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,3,40,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,94.1243,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,3,60,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,104.4068,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,3,80,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,87.0056,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,3,100,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,82.2599,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,3,120,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,106.7797,nonToxic,SHSY5Y,Cancer
TiO2,0,25,504.5,-10.7,210,-9.779,-4.16,-7.49,5.77,3,150,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,94.1243,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,24,0.00001,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,100,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,24,20,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,87.62,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,24,40,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,94.16,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,24,60,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,84.14,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,24,80,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,99.83,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,24,100,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,101.14,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,24,120,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,112.47,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,24,150,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,108.55,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,6,0.00001,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,100,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,6,20,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,95.9,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,6,40,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,100.7,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,6,60,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,87.19,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,6,80,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,112.04,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,6,100,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,102.01,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,6,120,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,102.01,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,6,150,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,91.11,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,3,0.00001,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,100,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,3,20,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,122.5,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,3,40,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,124.6,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,3,60,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,125.9,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,3,80,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,127.3,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,3,100,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,118.14,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,3,120,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,116.4,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,3,150,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,116.4,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,24,0.00001,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,100,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,24,20,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,105.5,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,24,40,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,95.67,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,24,60,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,102.71,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,24,80,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,106.58,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,24,100,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,99.89,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,24,120,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,114.67,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,24,150,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,119.59,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,6,0.00001,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,100,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,6,20,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,93.91,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,6,40,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,92.16,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,6,60,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,95.67,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,6,80,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,90.05,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,6,100,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,88.29,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,6,120,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,103.06,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,6,150,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,90.75,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,3,0.00001,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,100,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,3,20,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,107.9,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,3,40,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,101.6,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,3,60,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,105.1,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,3,80,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,103.06,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,3,100,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,94.97,nonToxic,SHSY5Y,Cancer
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,3,120,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,95.32,nonToxic,SHSY5Y,Cancer
